artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
Ingrid Michaelson,Girls Chase Boys,0.031,0.473,221413,0.82,1.55e-05,8,0.0414,-5.702,0.0408,84.893,4,0.678,pop
Bruno Mars,When I Was Your Man,0.932,0.612,213827,0.28,0,0,0.088,-8.648,0.0434,72.795,4,0.4,pop
The Black Eyed Peas,I Gotta Feeling - Printz Board vs [[[zuper blahq]]],0.0101,0.92,304480,0.641,0.168,11,0.673,-4.415,0.176,127.994,4,0.457,pop
FKA twigs,Two Weeks,0.0625,0.48,247547,0.717,0.000685,0,0.0814,-6.663,0.23,109.756,4,0.339,pop
Jeremih,Don't Tell 'Em,0.527,0.859,268453,0.538,1.14e-06,2,0.137,-5.207,0.0699,98.031,4,0.344,pop
Kendrick Lamar,i,0.0283,0.757,232067,0.886,5e-06,1,0.245,-5.343,0.0634,121.961,4,0.902,pop
Nicki Minaj,Anaconda,0.0562,0.937,260827,0.649,6.35e-05,9,0.187,-5.426,0.149,130.001,4,0.776,pop
Justin Timberlake,Mirrors,0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0.0503,76.899,4,0.51,pop
Macklemore & Ryan Lewis,Thrift Shop - feat. Wanz,0.0619,0.781,235613,0.526,0,6,0.0457,-6.985,0.293,94.992,4,0.661,pop
Iggy Azalea,Black Widow,0.2,0.739,209423,0.724,0.000257,3,0.109,-3.761,0.168,164.006,4,0.527,pop
Meghan Trainor,Lips Are Movin,0.0506,0.775,182667,0.825,1.03e-06,7,0.111,-5.402,0.0464,139.091,4,0.945,pop
Paramore,Still Into You,0.0098,0.602,216013,0.923,0,5,0.0561,-3.763,0.044,136.01,4,0.74,pop
5 Seconds of Summer,Amnesia,0.0283,0.572,237248,0.499,0,2,0.213,-5.237,0.0311,101.593,4,0.121,pop
Nick Jonas,Jealous,0.00906,0.699,222227,0.708,0,11,0.487,-3.835,0.108,93.023,4,0.381,pop
Jason Derulo,Wiggle (feat. Snoop Dogg),0.0802,0.697,193296,0.621,0,9,0.162,-6.886,0.25,81.946,4,0.696,pop
Ed Sheeran,Thinking Out Loud,0.474,0.781,281560,0.445,0,2,0.184,-6.061,0.0295,78.998,4,0.584,pop
Drake,"Hold On, We're Going Home",0.00349,0.772,227880,0.407,2.4e-05,6,0.0705,-7.442,0.0907,100.006,4,0.287,pop
The Cranberries,Zombie,0.0174,0.302,308741,0.704,0.00166,7,0.36,-6.851,0.0384,166.66,4,0.29,pop
Hilary Duff,All About You,0.00506,0.544,162053,0.874,0.000229,1,0.0782,-5.108,0.0552,158.128,4,0.635,pop
Iggy Azalea,Fancy,0.091,0.911,199938,0.713,0,8,0.049,-4.141,0.0683,94.977,4,0.37,pop
Kiesza,Hideaway,0.102,0.861,251960,0.608,0.012,7,0.0671,-6.976,0.0504,122.959,4,0.19,pop
Ella Henderson,Ghost,0.0464,0.682,216107,0.836,3.13e-06,9,0.0797,-3.777,0.0425,104.987,4,0.486,pop
Calvin Harris,Blame,0.0282,0.412,214427,0.859,0.00715,0,0.404,-4.095,0.0852,127.934,4,0.377,pop
Demi Lovato,Let It Go - Single Version,0.0162,0.501,224387,0.616,0,7,0.508,-6.438,0.0363,139.814,4,0.216,pop
Paramore,Ain't It Fun,0.154,0.61,296520,0.893,4.41e-05,9,0.021,-3.681,0.0921,104.031,4,0.666,pop
Sam Smith,Stay With Me,0.573,0.42,172724,0.435,0.000113,0,0.11,-6.437,0.0396,84.088,4,0.162,pop
Jessie Ware,Say You Love Me,0.123,0.456,257484,0.415,2.53e-05,7,0.197,-8.919,0.048,174.043,3,0.259,pop
Justin Timberlake,Not a Bad Thing,0.271,0.594,266294,0.729,0,2,0.383,-5.774,0.0626,86.032,4,0.485,pop
Coldplay,A Sky Full of Stars,0.00622,0.545,267867,0.675,0.00197,6,0.214,-6.468,0.0279,124.973,4,0.167,pop
Jason Derulo,Trumpets,0.555,0.635,217419,0.691,0,0,0.097,-4.862,0.258,82.142,4,0.63,pop
Pitbull,Timber,0.0295,0.581,204160,0.963,0,11,0.139,-4.087,0.0981,129.992,4,0.792,pop
Charli XCX,Break The Rules,0.0305,0.676,203908,0.926,0.000658,0,0.0771,-2.244,0.0425,124.019,4,0.82,pop
Jessie J,Bang Bang,0.283,0.703,199320,0.747,0,0,0.396,-4.446,0.0895,149.974,4,0.687,pop
Banks,Beggin For Thread,0.000763,0.602,249740,0.714,0.107,5,0.257,-6.185,0.0277,107.989,4,0.412,pop
Disclosure,Latch,0.0114,0.51,256940,0.732,0.000557,1,0.0791,-6.507,0.146,121.842,4,0.514,pop
Katy Perry,Dark Horse,0.00448,0.637,215672,0.591,0,6,0.144,-6.166,0.0507,131.968,4,0.344,pop
Maroon 5,Maps,0.0205,0.742,189973,0.713,0,1,0.059,-5.522,0.0303,120.032,4,0.871,pop
Pharrell Williams,Come Get It Bae,0.266,0.934,201933,0.798,4.54e-05,0,0.0962,-5.665,0.0849,120.162,4,0.89,pop
Carly Rae Jepsen,Call Me Maybe,0.0109,0.781,193467,0.599,1.12e-06,7,0.109,-6.501,0.0436,120.053,4,0.59,pop
Demi Lovato,Really Don't Care,0.0953,0.704,201600,0.732,0,7,0.127,-3.553,0.0752,120.995,4,0.791,pop
Lenny Kravitz,The Chamber,9.49e-05,0.661,297321,0.925,0.014,7,0.0713,-6.396,0.0327,117.524,4,0.909,pop
Ariana Grande,Problem,0.0176,0.604,193893,0.805,9.85e-06,1,0.133,-5.363,0.245,102.75,4,0.601,pop
John Newman,Love Me Again,0.00407,0.497,239894,0.884,0.000326,2,0.0968,-4.717,0.0436,126.023,4,0.216,pop
One Direction,Steal My Girl,0.00337,0.47,227120,0.756,0,10,0.145,-5.96,0.0383,77.1,4,0.517,pop
Kiesza,Giant In My Heart,0.25,0.817,269120,0.588,0.00352,4,0.584,-6.849,0.147,122.957,4,0.418,pop
Foster The People,Pumped Up Kicks,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0.0292,127.975,4,0.963,pop
Jason Mraz,I Won't Give Up,0.694,0.585,240166,0.303,0,4,0.115,-10.058,0.0398,136.703,3,0.144,pop
David Guetta,Dangerous (feat. Sam Martin),0.417,0.466,203641,0.747,9.76e-06,4,0.107,-4.838,0.0795,92.161,4,0.43,pop
T.I.,No Mediocre,0.114,0.767,201600,0.454,0,1,0.0813,-9.574,0.0475,95.479,4,0.199,pop
Iggy Azalea,Work,0.0587,0.67,250627,0.823,0,7,0.402,-5.039,0.128,139.894,4,0.441,pop
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,0.0291,0.641,258343,0.922,0,2,0.0862,-4.457,0.0786,146.078,4,0.85,pop
Miley Cyrus,Wrecking Ball,0.407,0.53,221360,0.422,0,5,0.107,-6.262,0.0342,119.964,4,0.334,pop
Gwen Stefani,Baby Don't Lie,0.0118,0.688,202533,0.551,0.226,10,0.102,-5.49,0.0315,99.964,4,0.27,pop
OneRepublic,I Lived,0.0728,0.596,234547,0.85,0,9,0.26,-5.402,0.0452,119.985,4,0.358,pop
Sam Smith,I'm Not The Only One,0.562,0.515,239317,0.494,1.82e-05,5,0.0771,-5.78,0.0416,81.329,4,0.48,pop
Yelawolf,Till It's Gone,0.408,0.753,277427,0.616,0.0348,4,0.108,-9.681,0.0583,128.988,4,0.323,pop
Ariana Grande,Break Free,0.0064,0.687,214840,0.702,4.35e-05,7,0.204,-5.324,0.0455,129.956,4,0.254,pop
John Legend,All of Me,0.922,0.422,269560,0.264,0,8,0.132,-7.064,0.0322,119.93,4,0.331,pop
Wiz Khalifa,We Dem Boyz,0.00689,0.717,224933,0.862,0,8,0.321,-4.736,0.054,130.021,4,0.512,pop
Aloe Blacc,The Man,0.0346,0.526,254880,0.772,0,11,0.214,-7.229,0.0479,85.876,4,0.511,pop
Rihanna,Diamonds,0.00146,0.541,225200,0.684,0,11,0.136,-5.957,0.0513,91.954,4,0.399,pop
Lorde,Royals,0.106,0.616,190185,0.432,0,7,0.132,-9.546,0.133,84.778,4,0.313,pop
Ed Sheeran,Sing,0.304,0.818,235382,0.67,1.22e-06,8,0.0601,-4.451,0.0472,119.988,4,0.939,pop
Tove Lo,Habits (Stay High),0.0557,0.691,208000,0.712,2.73e-05,5,0.0896,-3.421,0.0327,110.007,4,0.417,pop
Rixton,Me And My Broken Heart,0.00642,0.544,193827,0.773,0,5,0.198,-4.318,0.0351,174.068,4,0.506,pop
Adele,Rolling In The Deep,0.13,0.727,228141,0.76,0,8,0.0584,-5.114,0.0297,104.941,4,0.517,pop
5 Seconds of Summer,Good Girls,0.0131,0.531,206424,0.915,0,4,0.119,-5.215,0.0828,141.06,4,0.566,pop
Maroon 5,Animals,0.000189,0.459,231013,0.741,0,4,0.481,-6.43,0.0495,189.879,4,0.33,pop
Coldplay,Magic,0.0262,0.738,285014,0.483,0.616,6,0.106,-8.915,0.0403,93.458,4,0.358,pop
G.R.L.,Ugly Heart,0.019,0.65,198307,0.786,0,9,0.323,-5.488,0.0463,124.96,4,0.447,pop
Becky G,Shower,0.0317,0.699,206167,0.529,3.59e-05,2,0.285,-7.548,0.0487,119.987,4,0.128,pop
Charli XCX,Boom Clap,0.154,0.659,169866,0.911,0.000304,4,0.191,-2.28,0.0786,91.999,4,0.598,pop
Meghan Trainor,All About That Bass,0.0476,0.811,188754,0.879,1.91e-06,9,0.109,-3.724,0.0514,134.064,4,0.962,pop
Calvin Harris,We Found Love,0.0234,0.738,215520,0.776,0.0018,1,0.0775,-4.808,0.0392,127.984,4,0.628,pop
Trey Songz,Na Na,0.328,0.67,231907,0.476,0,9,0.104,-6.253,0.0406,96.975,4,0.226,pop
Colbie Caillat,Try,0.791,0.607,224573,0.367,0,1,0.106,-9.758,0.0288,139.959,4,0.541,pop
Beyoncé,XO,0.171,0.47,215947,0.792,1.28e-06,0,0.313,-8.932,0.26,170.085,4,0.219,pop
Lana Del Rey,West Coast,0.179,0.351,256760,0.58,0.0356,6,0.0973,-7.66,0.0424,91.39,1,0.463,pop
Katy Perry,Roar,0.00778,0.667,222667,0.791,1.19e-05,7,0.415,-4.329,0.0319,89.956,4,0.413,pop
LMFAO,Party Rock Anthem,0.0257,0.751,262147,0.733,0,5,0.224,-4.129,0.134,130.015,4,0.333,pop
David Guetta,Titanium (feat. Sia) [Extended],0.00938,0.733,312500,0.558,0.421,0,0.0655,-5.129,0.179,126.001,4,0.467,pop
Echosmith,Cool Kids,0.0372,0.719,237627,0.671,8.21e-06,8,0.12,-6.279,0.0336,130.027,4,0.794,pop
Ariana Grande,Love Me Harder,0.00937,0.472,236133,0.714,0,1,0.0764,-4.389,0.0334,98.992,4,0.235,pop
Jennifer Lopez,Booty,0.00332,0.682,203280,0.951,6.1e-05,0,0.149,-4.624,0.05,128.951,4,0.497,pop
Lady Gaga,Applause,0.023,0.673,212333,0.787,1.61e-06,7,0.137,-4.278,0.0533,139.908,4,0.708,pop
OneRepublic,Counting Stars,0.0649,0.663,257840,0.714,0,1,0.116,-4.944,0.038,121.99,4,0.471,pop
ScHoolboy Q,Studio,0.0582,0.719,278067,0.597,0,8,0.0604,-7.694,0.0419,133.899,3,0.577,pop
Galantis,Runaway (U & I),0.00711,0.506,227074,0.805,0.00193,1,0.0856,-4.119,0.0469,126.008,4,0.385,electro
Eric Prydz,Liberate,0.0024,0.515,313388,0.877,0.802,5,0.623,-5.413,0.0356,126.996,4,0.444,electro
Zedd,Clarity,0.0369,0.512,271427,0.783,0,8,0.0751,-3.413,0.0744,128.056,4,0.182,electro
Major Lazer,"Bubble Butt [feat. Bruno Mars, Tyga & Mystic]",0.011,0.883,227813,0.76,0.00185,7,0.551,-6.999,0.29,97.006,4,0.371,electro
Crystal Castles,Not In Love,0.00172,0.487,226987,0.98,0.00282,7,0.358,-4.21,0.0868,135.93,4,0.162,electro
Afrojack,The Spark,0.142,0.637,243754,0.93,0,11,0.133,-3.754,0.0463,126.031,4,0.515,electro
Gesaffelstein,Pursuit,0.0619,0.682,247603,0.934,0.926,7,0.106,-4.822,0.0741,108.982,3,0.0735,electro
Porter Robinson,Flicker,0.0341,0.587,279000,0.717,0.000426,1,0.166,-3.748,0.118,91.992,4,0.564,electro
Avicii,Hey Brother,0.0279,0.537,255093,0.777,6.12e-05,7,0.0838,-4.829,0.0473,124.943,4,0.412,electro
Justice,D.A.N.C.E,0.506,0.24,164293,0.893,0.919,6,0.404,-5.088,0.0737,106.621,4,0.0757,electro
Crystal Castles,Vanished,0.00441,0.683,242547,0.87,9.82e-05,0,0.264,-7.197,0.028,119.983,4,0.523,electro
The Prodigy,Breathe,0.0091,0.679,334800,0.822,0.871,9,0.0388,-6.117,0.0498,130.036,4,0.323,electro
Skrillex,Scary Monsters And Nice Sprites,0.00336,0.523,243354,0.944,0.557,7,0.119,-3.581,0.0837,139.997,4,0.32,electro
Juan Magán,Si No Te Quisiera,0.184,0.705,185480,0.865,0,0,0.0665,-2.731,0.0649,127.968,4,0.786,electro
Major Lazer,Get Free (feat. Amber of Dirty Projectors),0.14,0.525,291162,0.538,0.117,11,0.095,-9.366,0.0783,175.953,4,0.791,electro
Gold Panda,You,0.000905,0.505,216373,0.955,0.835,1,0.322,-4.84,0.0814,179.856,4,0.657,electro
Knife Party,Bonfire,0.000117,0.536,272078,0.944,0.00345,1,0.353,-3.029,0.0867,174.031,4,0.596,electro
Armin van Buuren,This Is What It Feels Like,0.0391,0.552,204360,0.831,2.93e-06,8,0.0632,-5.217,0.0298,129.889,5,0.146,electro
Duke Dumont,I Got U,0.00369,0.647,285596,0.762,0.00641,0,0.0884,-7.765,0.0363,120.832,4,0.438,electro
Porter Robinson,Lionhearted,0.0233,0.621,266107,0.731,0.000866,8,0.15,-6.924,0.0344,120.01,4,0.349,electro
Major Lazer,Come On To Me (feat. Sean Paul),0.0107,0.658,213827,0.913,2.38e-05,2,0.101,-4.375,0.0451,110.005,4,0.362,electro
Skrillex,Bangarang (feat. Sirah),0.0145,0.716,215253,0.972,3.22e-05,7,0.317,-2.302,0.196,110.026,4,0.566,electro
Chromeo,Come Alive (feat. Toro Y Moi),0.208,0.843,238479,0.757,8.28e-05,5,0.0828,-5.633,0.038,129.934,4,0.953,electro
Calvin Harris,Summer,0.0215,0.603,224507,0.861,0.043,4,0.1,-3.565,0.0325,127.962,4,0.72,electro
Duke Dumont,Won't Look Back,0.0113,0.523,203046,0.863,0.204,8,0.113,-4.975,0.0553,124.046,4,0.428,electro
Daft Punk,One More Time,0.0193,0.611,320357,0.697,0,2,0.332,-8.618,0.133,122.752,4,0.471,electro
Haddaway,What Is Love,0.0234,0.688,269456,0.77,0.00783,7,0.076,-7.962,0.0312,123.868,4,0.76,electro
Chromeo,Jealous (I Ain't With It),0.00823,0.739,228027,0.82,0,5,0.2,-6.099,0.0889,127.984,4,0.783,electro
Yelle,Complètement fou,0.0986,0.823,230467,0.506,0.000503,0,0.577,-5.516,0.0966,126.052,4,0.5,electro
Klangkarussell,Netzwerk (Falls Like Rain),0.00374,0.552,232220,0.71,5.26e-05,7,0.152,-6.988,0.0378,128.015,4,0.247,electro
Basement Jaxx,Never Say Never,0.00779,0.753,263053,0.789,0.111,8,0.325,-7.469,0.0274,126.008,4,0.645,electro
Kavinsky,Nightcall,0.0113,0.535,258413,0.857,0.00751,9,0.472,-5.2,0.0543,91.053,4,0.431,electro
LMFAO,Party Rock Anthem,0.0257,0.751,262147,0.733,0,5,0.224,-4.129,0.134,130.015,4,0.333,electro
Gary Pine Participação Super Dragões,Love Generation,0.198,0.709,251933,0.836,1.61e-06,1,0.283,-5.13,0.0413,128.07,4,0.497,electro
deadmau5,Ghosts 'n' Stuff,4.73e-05,0.611,328747,0.613,0.105,8,0.159,-6.942,0.129,127.979,4,0.454,electro
Aphex Twin,minipops 67 [120.2][source field mix],0.284,0.716,287587,0.83,0.887,0,0.067,-7.661,0.0395,120.194,4,0.129,electro
Sub Focus,Tidal Wave,0.0502,0.532,228827,0.868,2.03e-06,5,0.64,-5.286,0.0419,173.948,4,0.509,electro
Duck Sauce,Barbra Streisand,0.000221,0.798,300234,0.927,0.453,1,0.0409,-2.27,0.0882,127.959,4,0.395,electro
Tiësto,Wasted,0.00155,0.642,190014,0.819,0.00144,2,0.197,-5.459,0.0313,112.004,4,0.378,electro
Bakermat,One Day (Vandaag) - Radio Edit,0.716,0.656,219333,0.594,0.0802,5,0.376,-6.043,0.0307,127.992,4,0.556,electro
NERO,Promises,4.95e-05,0.491,257360,0.944,0.00427,9,0.616,-4.271,0.0648,143.958,4,0.34,electro
Azealia Banks,Chasing Time,0.0142,0.619,211207,0.884,0,6,0.0981,-5.87,0.209,128.092,4,0.441,electro
ATB,Ecstasy,0.135,0.658,261093,0.878,0.591,8,0.0948,-6.834,0.0346,130.009,4,0.908,electro
The Prodigy,Smack My Bitch Up,0.00294,0.598,342733,0.993,0.606,10,0.102,-4.527,0.13,136.242,4,0.276,electro
Justice,Genesis,0.0202,0.712,234960,0.788,0.329,2,0.0978,-5.122,0.362,117.13,4,0.28,electro
Flux Pavilion,I Can't Stop,0.00108,0.524,305786,0.601,0.601,0,0.398,-13.399,0.0335,139.972,4,0.325,electro
Moderat,A New Error,0.0298,0.719,367307,0.461,0.801,11,0.0634,-11.338,0.037,110.991,4,0.103,electro
Avicii,Addicted To You,0.0494,0.549,148387,0.778,0,1,0.0819,-4.071,0.0451,128.089,4,0.3,electro
Tiësto,Red Lights,0.000626,0.654,263890,0.811,0,10,0.234,-4.767,0.0392,124.993,4,0.557,electro
Knife Party,Begin Again,0.000219,0.636,355200,0.968,0.586,8,0.0853,-3.408,0.0596,127.986,4,0.549,electro
Robin Schulz,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,0.0969,0.548,179960,0.723,1.28e-05,6,0.337,-6.002,0.0375,125.088,4,0.476,electro
Zedd,Find You,0.0263,0.534,203307,0.74,1.44e-06,3,0.095,-5.623,0.0386,127.99,4,0.402,electro
Stromae,Papaoutai,0.0356,0.721,231509,0.836,0,10,0.0732,-6.517,0.0823,115.906,4,0.256,electro
Knife Party,Boss Mode,0.00174,0.542,227280,0.978,0.651,8,0.0255,-2.404,0.121,176.046,4,0.299,electro
Diplo,Revolution (feat. Faustix & Imanos and Kai),0.00499,0.634,263716,0.724,0.000193,5,0.0732,-5.842,0.0546,148.024,4,0.314,electro
Benny Benassi,Cinema - Skrillex Remix,0.00901,0.635,307987,0.983,0.00799,6,0.0683,-3.807,0.174,145.085,4,0.422,electro
LMFAO,Sexy And I Know It,0.11,0.7,199493,0.851,0,7,0.182,-4.147,0.309,130.041,4,0.775,electro
Daft Punk,Get Lucky - Radio Edit,0.0426,0.794,248413,0.811,1.07e-06,6,0.101,-8.966,0.038,116.047,4,0.865,electro
The Chemical Brothers,Galvanize,0.0279,0.765,268800,0.674,0.0136,7,0.0951,-4.165,0.086,104.008,4,0.338,electro
Skrillex,First Of The Year (Equinox),0.00711,0.429,261517,0.948,0.0148,5,0.0812,-3.657,0.227,115.785,3,0.561,electro
Avicii,Wake Me Up,0.00346,0.518,247427,0.784,0.00187,2,0.171,-5.659,0.0524,124.102,4,0.609,electro
Aphex Twin,180db_ [130],0.00104,0.828,191467,0.61,0.894,1,0.0792,-7.305,0.0649,130.064,4,0.566,electro
Oliver Heldens,Gecko (Overdrive) - Radio Edit,0.00521,0.609,165441,0.885,1.15e-05,0,0.336,-5.469,0.0642,124.959,4,0.748,electro
Krewella,Live for the Night,0.0138,0.499,206480,0.843,0,6,0.124,-2.224,0.113,127.932,4,0.508,electro
Breakbot,Baby I'm Yours (feat. Irfane),0.67,0.806,219800,0.807,1.04e-05,2,0.0811,-3.735,0.0728,118.063,4,0.808,electro
Swedish House Mafia,Greyhound,0.00666,0.723,410097,0.806,0.876,0,0.276,-4.989,0.0521,124.976,4,0.55,electro
Chromeo,Old 45's,0.164,0.817,227907,0.654,0.00194,8,0.21,-6.786,0.193,95.984,4,0.61,electro
Steve Aoki,Delirious (Boneless),0.0193,0.698,223880,0.908,0,1,0.17,-4.441,0.0563,127.948,4,0.916,electro
Example,Changed The Way You Kiss Me,0.00871,0.576,193107,0.842,0.000818,4,0.119,-3.778,0.0413,126.97,4,0.253,electro
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,0.134,0.595,217347,0.746,0,8,0.0863,-3.115,0.0398,127.96,4,0.496,electro
Steve Angello,Wasted Love (feat. Dougy),0.475,0.539,209531,0.936,0.104,10,0.106,-3.803,0.112,128.015,4,0.211,electro
Azealia Banks,212,0.0852,0.858,203373,0.789,0,11,0.229,-7.462,0.291,125.993,4,0.658,electro
Stromae,Formidable,0.0934,0.55,213933,0.635,0,4,0.198,-9.068,0.183,72.426,4,0.492,electro
Swedish House Mafia,Don't You Worry Child,0.0411,0.614,212960,0.772,0,11,0.175,-5.403,0.0485,129.02,4,0.42,electro
Calvin Harris,Blame,0.0282,0.412,214427,0.859,0.00715,0,0.404,-4.095,0.0852,127.934,4,0.377,electro
The Prodigy,Firestarter,0.00334,0.545,279800,0.948,0.379,11,0.226,-5.098,0.0781,141.498,4,0.357,electro
Krewella,Enjoy the Ride,0.237,0.556,211693,0.873,2.63e-06,1,0.078,-1.145,0.164,127.993,4,0.481,electro
Steve Aoki,Boneless,0.00445,0.743,270000,0.962,0.613,11,0.352,-3.205,0.0629,127.99,4,0.641,electro
David Guetta,Titanium (feat. Sia),0.069,0.599,245041,0.803,0.137,0,0.129,-3.641,0.0986,126.057,4,0.254,electro
Bingo Players,Knock You Out,0.0274,0.631,170000,0.773,0,0,0.508,-4.342,0.041,128.059,4,0.467,electro
ZHU,Faded,0.00843,0.867,223480,0.477,0.175,9,0.113,-7.183,0.049,124.979,4,0.612,electro
Porter Robinson,Sad Machine,0.0344,0.475,350690,0.703,1.96e-06,0,0.0723,-4.9,0.034,88.518,4,0.302,electro
Todd Terje,Inspector Norse,0.0586,0.912,400797,0.773,0.71,7,0.341,-7.017,0.0426,119.994,4,0.887,electro
Krewella,Alive,0.00304,0.671,288880,0.828,0.00287,9,0.352,-2.907,0.053,127.976,4,0.566,electro
Aphex Twin,produk 29 [101],0.0251,0.815,303920,0.564,0.796,1,0.0669,-8.358,0.0657,101.005,4,0.311,electro
Alle Farben,She Moves,0.296,0.821,192613,0.507,0.000754,7,0.174,-7.891,0.0686,116.959,4,0.66,electro
David Guetta,Lovers on the Sun (feat. Sam Martin),0.0932,0.645,203520,0.891,3.88e-06,6,0.379,-2.505,0.0387,124.915,4,0.564,electro
Alesso,Heroes (we could be),0.0334,0.509,209867,0.752,0,5,0.262,-4.127,0.0646,125.87,4,0.355,electro
Katy B,Crying for No Reason,0.393,0.664,243240,0.712,0.000519,1,0.0789,-4.847,0.0343,111.976,4,0.227,electro
The Chemical Brothers,Hey Boy Hey Girl,0.119,0.632,290493,0.92,0.508,2,0.114,-4.976,0.0531,127.001,4,0.37,electro
Deorro,Five Hours,0.0197,0.88,326888,0.821,0.661,5,0.234,-2.545,0.118,127.907,4,0.576,electro
Deee-Lite,Groove Is In The Heart,0.0153,0.694,231787,0.881,0.0196,1,0.0851,-4.053,0.0701,121.554,4,0.925,electro
Calvin Harris,Slow Acid,0.501,0.653,219693,0.949,0.833,5,0.153,-4.31,0.045,104.049,4,0.0881,electro
Martin Garrix,Animals,0.00181,0.675,303827,0.866,0.746,1,0.415,-6.454,0.039,128.007,4,0.0379,electro
LMFAO,Shots,0.0118,0.823,222133,0.826,1.93e-06,1,0.205,-2.055,0.0514,127.996,4,0.189,electro
Bag Raiders,Shooting Stars,0.0933,0.634,235813,0.711,0.0309,11,0.0823,-6.187,0.0457,124.962,4,0.47,electro
Robin S,Show Me Love,0.014,0.811,252107,0.833,2.06e-05,5,0.0769,-4.259,0.153,120.258,4,0.582,electro
Stromae,tous les mêmes,0.208,0.676,210933,0.651,0.0026,5,0.278,-9.088,0.135,110.02,4,0.648,electro
Daft Punk,Lose Yourself to Dance,0.0839,0.832,353893,0.659,0.00114,10,0.0753,-7.828,0.057,100.163,4,0.663,electro
David Guetta,Dangerous (feat. Sam Martin),0.417,0.466,203641,0.747,9.76e-06,4,0.107,-4.838,0.0795,92.161,4,0.43,electro
Jeremih,Don't Tell 'Em,0.527,0.859,268453,0.538,1.14e-06,2,0.137,-5.207,0.0699,98.031,4,0.344,r-n-b
Jennifer Lopez,Booty,0.00332,0.682,203280,0.951,6.1e-05,0,0.149,-4.624,0.05,128.951,4,0.497,r-n-b
Meghan Trainor,Dear Future Husband,0.375,0.655,184227,0.782,0,1,0.317,-4.789,0.185,79.427,4,0.839,r-n-b
Beyoncé,XO,0.171,0.47,215947,0.792,1.28e-06,0,0.313,-8.932,0.26,170.085,4,0.219,r-n-b
Miguel,Adorn,0.0543,0.625,193147,0.576,4.07e-05,11,0.187,-5.693,0.175,179.063,4,0.223,r-n-b
Nelly Furtado,Say It Right,0.0496,0.872,223520,0.875,0.000988,1,0.0469,-6.166,0.132,116.952,4,0.777,r-n-b
Bruno Mars,Just the Way You Are,0.0136,0.632,219147,0.845,0,5,0.0949,-5.547,0.045,109.013,4,0.46,r-n-b
Sean Kingston,Beautiful Girls,0.159,0.745,241933,0.666,0,9,0.302,-5.899,0.0566,129.995,4,0.727,r-n-b
Jessie Ware,Say You Love Me,0.123,0.456,257484,0.415,2.53e-05,7,0.197,-8.919,0.048,174.043,3,0.259,r-n-b
Flo Rida,Wild Ones (feat. Sia),0.0991,0.608,232947,0.86,0,5,0.262,-5.324,0.0554,127.075,4,0.441,r-n-b
Jason Derulo,Trumpets,0.555,0.635,217419,0.691,0,0,0.097,-4.862,0.258,82.142,4,0.63,r-n-b
Aretha Franklin,Respect,0.115,0.819,144091,0.504,0.000176,0,0.0388,-6.561,0.0411,114.932,4,0.964,r-n-b
John Legend,You & I (Nobody in the World),0.129,0.456,252653,0.342,0,11,0.124,-8.162,0.0283,84.087,4,0.207,r-n-b
Nicki Minaj,Super Bass,0.282,0.727,200013,0.866,3.87e-06,11,0.585,-4.288,0.185,127.01,4,0.67,r-n-b
The Jackson 5,ABC,0.523,0.736,177733,0.689,0.000319,8,0.123,-11.781,0.0437,93.781,4,0.943,r-n-b
Jessie Ware,Wildest Moments,0.227,0.564,222067,0.775,0.131,2,0.421,-6.777,0.0486,83.034,4,0.458,r-n-b
Meghan Trainor,Lips Are Movin,0.0506,0.775,182667,0.825,1.03e-06,7,0.111,-5.402,0.0464,139.091,4,0.945,r-n-b
John Legend,All of Me,0.922,0.422,269560,0.264,0,8,0.132,-7.064,0.0322,119.93,4,0.331,r-n-b
Chaka Khan,Ain't Nobody,0.00095,0.547,319332,0.93,0.000231,1,0.994,-6.349,0.144,98.911,4,0.449,r-n-b
"Ray Parker, Jr.",Ghostbusters,0.0125,0.779,240800,0.717,0.0536,6,0.355,-9.7,0.0335,115.384,4,0.792,r-n-b
"Earth, Wind & Fire",September,0.121,0.694,214867,0.73,0.000555,9,0.146,-10.439,0.0309,125.962,4,0.981,r-n-b
Usher,Good Kisser,0.382,0.638,249626,0.785,0,5,0.109,-4.184,0.194,97.488,4,0.807,r-n-b
Bruno Mars,When I Was Your Man,0.932,0.612,213827,0.28,0,0,0.088,-8.648,0.0434,72.795,4,0.4,r-n-b
Amy Winehouse,Back To Black,0.185,0.511,240227,0.722,3.57e-05,7,0.0832,-3.281,0.0408,123.438,4,0.322,r-n-b
Sevyn Streeter,It Won't Stop (feat. Chris Brown),0.016,0.657,281080,0.574,8.1e-05,1,0.172,-9.484,0.0407,119.992,4,0.225,r-n-b
Marvin Gaye,Let's Get It On,0.272,0.499,291720,0.598,0,3,0.0639,-12.56,0.0843,167.676,4,0.624,r-n-b
Beyoncé,Halo,0.272,0.508,261640,0.72,0,11,0.0563,-5.908,0.0628,79.983,4,0.476,r-n-b
